loan_amnt,purpose,revenue,dti_n,fico_n,home_ownership_n,emp_length_n,Default
8000,home_improvement,37000,45.93,667,MORTGAGE,11,1
8000,home_improvement,44000,36.12,662,MORTGAGE,11,0
8000,home_improvement,89000,32.96,667,MORTGAGE,11,1
8000,home_improvement,30000,32.6,672,MORTGAGE,5,1
8000,home_improvement,75000,31.9,677,OWN,11,0
8000,home_improvement,52000,29.24,727,MORTGAGE,6,0
8000,home_improvement,63000,28.7,672,MORTGAGE,4,0
8000,home_improvement,90000,23.65,737,MORTGAGE,11,0
8000,home_improvement,78000,22.53,662,MORTGAGE,11,1
8000,home_improvement,51500,22.14,707,MORTGAGE,6,0
8000,home_improvement,104000,21.72,682,MORTGAGE,6,1
8000,home_improvement,71000,21.18,687,MORTGAGE,0,0
8000,home_improvement,150000,20.04,717,OWN,1,0
8000,home_improvement,84000,19.54,667,MORTGAGE,10,0
8000,home_improvement,132000,18.78,692,OWN,11,0
8000,home_improvement,200000,18.29,687,MORTGAGE,11,0
8000,home_improvement,70000,17.74,682,MORTGAGE,11,1
8000,home_improvement,80238.6,17.54,662,MORTGAGE,1,0
8000,home_improvement,80000,17.48,687,MORTGAGE,3,0
8000,home_improvement,55000,16.54,682,MORTGAGE,6,0
8000,home_improvement,34000,16.45,672,OWN,0,0
8000,home_improvement,73000,15.96,672,MORTGAGE,5,0
8000,home_improvement,80000,14.51,682,MORTGAGE,11,0
8000,home_improvement,40000,14.4,687,MORTGAGE,1,0
8000,home_improvement,105000,12.78,677,MORTGAGE,11,0
8000,home_improvement,82500,12.54,722,MORTGAGE,11,0
8000,home_improvement,61600,10.75,692,MORTGAGE,11,0
8000,home_improvement,71000,10.62,707,RENT,7,0
8000,home_improvement,54132,9.84,667,MORTGAGE,11,0
8000,home_improvement,125000,8.72,712,MORTGAGE,11,0
8000,home_improvement,55000,8.51,697,MORTGAGE,11,0
8000,home_improvement,86000,8.04,672,OWN,3,0
8000,home_improvement,35000,7.72,662,MORTGAGE,0,0
8000,home_improvement,153800,6.16,687,MORTGAGE,6,0
8000,home_improvement,45500,3.3,672,RENT,0,0
7950,home_improvement,45000,13.2,682,MORTGAGE,11,1
7775,home_improvement,50000,5.31,672,OWN,5,1
7700,home_improvement,83000,10.02,697,MORTGAGE,11,0
7625,home_improvement,44400,24.65,662,MORTGAGE,0,0
7600,home_improvement,30000,24.8,677,OWN,0,1
7500,home_improvement,57800,24.09,727,OWN,11,0
7500,home_improvement,70000,24.04,722,MORTGAGE,11,0
7500,home_improvement,29000,22.06,727,MORTGAGE,11,0
7500,home_improvement,70000,21.91,677,MORTGAGE,11,0
7500,home_improvement,60000,15.88,672,OWN,11,0
7500,home_improvement,110000,13.2,677,OWN,6,0
7325,home_improvement,21600,31.39,707,OWN,7,0
7225,home_improvement,70000,23.45,682,MORTGAGE,6,0
7200,home_improvement,45000,37.36,717,RENT,7,1
7200,home_improvement,58000,19.76,692,MORTGAGE,3,0
7200,home_improvement,55000,19.09,722,RENT,11,1
7200,home_improvement,75000,15.15,782,MORTGAGE,11,0
7200,home_improvement,40000,11.79,732,MORTGAGE,4,0
7200,home_improvement,130000,7.9,672,MORTGAGE,6,0
7150,home_improvement,35000,24.66,692,MORTGAGE,11,1
7000,home_improvement,59000,25.12,732,OWN,5,0
7000,home_improvement,36000,24.93,697,MORTGAGE,9,0
7000,home_improvement,58000,24.6,707,MORTGAGE,11,0
7000,home_improvement,46000,23.98,677,OWN,4,0
7000,home_improvement,27000,23.33,787,MORTGAGE,0,0
7000,home_improvement,28000,23.1,707,MORTGAGE,7,0
7000,home_improvement,40000,22.28,757,RENT,3,0
7000,home_improvement,44000,19.89,667,MORTGAGE,11,0
7000,home_improvement,75000,17.17,702,MORTGAGE,9,0
7000,home_improvement,56000,14.36,697,MORTGAGE,3,0
7000,home_improvement,70000,13.1,832,MORTGAGE,11,0
7000,home_improvement,25000,12.82,672,RENT,0,0
7000,home_improvement,70000,12.52,722,MORTGAGE,6,0
7000,home_improvement,102000,12.13,677,MORTGAGE,11,1
7000,home_improvement,65000,11.55,662,OWN,3,0
7000,home_improvement,141000,11.15,707,OWN,0,0
7000,home_improvement,39782,10.86,752,OWN,4,0
7000,home_improvement,87000,9.2,692,MORTGAGE,10,0
7000,home_improvement,66000,8.67,677,MORTGAGE,11,0
7000,home_improvement,96000,8.23,807,MORTGAGE,4,0
7000,home_improvement,170000,6.63,792,MORTGAGE,3,0
7000,home_improvement,44200,3.18,692,MORTGAGE,2,0
6975,home_improvement,60000,21.32,672,MORTGAGE,2,0
6900,home_improvement,26246.4,34.93,742,MORTGAGE,11,1
6900,home_improvement,23000,32.57,662,MORTGAGE,11,1
6900,home_improvement,23000,20.25,667,OWN,5,0
6900,home_improvement,45000,11.17,662,MORTGAGE,8,0
6600,home_improvement,49000,22.63,712,OWN,9,0
6500,home_improvement,48000,28.6,717,MORTGAGE,11,0
6500,home_improvement,45000,25.09,697,OWN,5,0
6500,home_improvement,120000,11.01,682,MORTGAGE,11,0
6500,home_improvement,125000,7.56,747,MORTGAGE,2,0
6400,home_improvement,52000,32.64,692,MORTGAGE,11,0
6400,home_improvement,69000,25.34,687,MORTGAGE,11,0
6400,home_improvement,65000,24.89,667,MORTGAGE,10,0
6400,home_improvement,75000,13.03,702,MORTGAGE,11,0
6200,home_improvement,17232,30.85,732,OWN,0,0
6025,home_improvement,114750,26.77,692,MORTGAGE,7,0
6000,home_improvement,33960,39.93,687,MORTGAGE,0,0
6000,home_improvement,93000,34.69,697,RENT,6,0
6000,home_improvement,80698,34.64,692,MORTGAGE,11,0
6000,home_improvement,62000,33.97,687,OWN,1,1
6000,home_improvement,36000,30.81,747,MORTGAGE,0,0
6000,home_improvement,110000,29.36,727,MORTGAGE,2,0
6000,home_improvement,65000,28.42,707,MORTGAGE,5,1
6000,home_improvement,72000,23.62,727,OWN,11,0
6000,home_improvement,145000,23.02,667,MORTGAGE,11,1
6000,home_improvement,162000,22.61,737,MORTGAGE,9,0
6000,home_improvement,110000,20.53,722,MORTGAGE,11,0
6000,home_improvement,95000,20.37,662,MORTGAGE,11,0
6000,home_improvement,18000,20.33,742,OWN,2,0
6000,home_improvement,325000,18.89,662,MORTGAGE,11,0
6000,home_improvement,95000,18.28,717,RENT,11,0
6000,home_improvement,83212,17.96,697,MORTGAGE,11,0
6000,home_improvement,59500,17.49,697,MORTGAGE,9,0
6000,home_improvement,53000,17.32,687,OWN,4,0
6000,home_improvement,54000,16.64,707,MORTGAGE,8,1
6000,home_improvement,49631.5,16.61,722,MORTGAGE,5,0
6000,home_improvement,57000,16.13,672,MORTGAGE,4,0
6000,home_improvement,165000,16.02,722,MORTGAGE,5,0
6000,home_improvement,90000,15.95,702,OWN,11,0
6000,home_improvement,135000,15.74,802,MORTGAGE,2,0
6000,home_improvement,42000,15.42,677,MORTGAGE,11,0
6000,home_improvement,41000,15.28,752,RENT,6,0
6000,home_improvement,103000,14.94,682,MORTGAGE,8,0
6000,home_improvement,53000,14.56,722,OWN,8,0
6000,home_improvement,24000,14.55,717,MORTGAGE,9,1
6000,home_improvement,220000,14.36,692,MORTGAGE,4,0
6000,home_improvement,80000,13.82,732,MORTGAGE,2,0
6000,home_improvement,42000,10.54,737,RENT,5,0
6000,home_improvement,77500,10.22,757,MORTGAGE,11,0
6000,home_improvement,65000,10.04,697,MORTGAGE,11,0
6000,home_improvement,63691,10.02,662,MORTGAGE,6,0
6000,home_improvement,110000,9.59,752,MORTGAGE,3,0
6000,home_improvement,70000,9.39,727,MORTGAGE,11,0
6000,home_improvement,90000,9.31,707,MORTGAGE,4,0
6000,home_improvement,85000,7.91,742,MORTGAGE,0,0
6000,home_improvement,50000,6.65,747,MORTGAGE,11,0
6000,home_improvement,50000,6.14,792,MORTGAGE,4,0
6000,home_improvement,80000,5.81,667,MORTGAGE,11,0
6000,home_improvement,120000,5.65,817,MORTGAGE,11,0
6000,home_improvement,170000,5.03,677,OWN,11,0
6000,home_improvement,130000,4.16,717,MORTGAGE,1,1
6000,home_improvement,36000,3.47,672,MORTGAGE,11,0
6000,home_improvement,63500,1.55,822,MORTGAGE,1,0
5825,home_improvement,47000,26.38,672,RENT,3,0
5800,home_improvement,20000,22.81,702,RENT,3,1
5600,home_improvement,48000,23.03,712,MORTGAGE,10,0
5600,home_improvement,320000,20.73,677,MORTGAGE,9,1
5600,home_improvement,59859,9.04,772,OWN,11,0
5500,home_improvement,65000,17.97,757,OWN,6,0
5500,home_improvement,100000,13.91,692,OWN,11,0
5500,home_improvement,65000,13.76,692,MORTGAGE,7,0
5500,home_improvement,80000,12.27,727,MORTGAGE,9,0
5500,home_improvement,100000,5.8,727,OWN,11,0
5400,home_improvement,84000,6.6,662,MORTGAGE,9,0
5350,home_improvement,70000,8.28,672,MORTGAGE,4,1
5200,home_improvement,48000,15.7,667,RENT,3,0
5200,home_improvement,105976,0.85,677,MORTGAGE,11,1
5000,home_improvement,75000,41.16,662,OWN,11,1
5000,home_improvement,45300,39.6,687,MORTGAGE,10,0
5000,home_improvement,55000,39.04,667,OWN,11,1
5000,home_improvement,59000,32.04,692,MORTGAGE,8,0
5000,home_improvement,34000,31.7,707,MORTGAGE,6,0
5000,home_improvement,36816,31.16,727,MORTGAGE,0,0
5000,home_improvement,60000,30.4,682,MORTGAGE,11,0
5000,home_improvement,116000,30.04,692,MORTGAGE,10,0
5000,home_improvement,30000,29.32,707,MORTGAGE,4,0
5000,home_improvement,25000,28.85,677,MORTGAGE,11,0
5000,home_improvement,91047,27.69,672,MORTGAGE,5,0
5000,home_improvement,60000,25.44,662,OWN,11,0
5000,home_improvement,50000,25.44,732,MORTGAGE,4,0
5000,home_improvement,51000,24.96,792,MORTGAGE,11,0
5000,home_improvement,95000,24.17,702,MORTGAGE,11,0
5000,home_improvement,82120,23.44,712,MORTGAGE,11,0
5000,home_improvement,32000,21.94,762,MORTGAGE,11,0
5000,home_improvement,100000,20.26,707,RENT,4,0
5000,home_improvement,111000,19.56,677,MORTGAGE,1,0
5000,home_improvement,65101,18.57,677,MORTGAGE,9,0
5000,home_improvement,105000,18.55,742,MORTGAGE,9,0
5000,home_improvement,48000,18.48,682,OWN,11,0
5000,home_improvement,45000,18.45,677,MORTGAGE,11,0
5000,home_improvement,105000,18.24,687,OWN,11,1
5000,home_improvement,83000,17.82,667,MORTGAGE,9,0
5000,home_improvement,56000,17.79,677,MORTGAGE,7,1
5000,home_improvement,80477,16.98,687,MORTGAGE,7,0
5000,home_improvement,55000,16.52,672,MORTGAGE,10,1
5000,home_improvement,50544,16.29,702,MORTGAGE,3,0
5000,home_improvement,110000,16.12,812,MORTGAGE,11,0
5000,home_improvement,65000,14.21,702,RENT,6,0
5000,home_improvement,52000,13.64,697,RENT,11,0
5000,home_improvement,60000,13.3,777,MORTGAGE,1,0
5000,home_improvement,63000,13.05,787,MORTGAGE,11,0
5000,home_improvement,56000,13.01,697,RENT,2,0
5000,home_improvement,60000,12.94,712,MORTGAGE,8,0
5000,home_improvement,150000,12.88,667,MORTGAGE,11,0
5000,home_improvement,68000,12.3,762,OWN,6,1
5000,home_improvement,70000,11.73,712,MORTGAGE,11,0
5000,home_improvement,130000,10.83,667,MORTGAGE,11,0
5000,home_improvement,60000,10.78,722,OWN,5,0
5000,home_improvement,70000,10.22,682,MORTGAGE,11,0
5000,home_improvement,40000,9.6,732,MORTGAGE,6,0
5000,home_improvement,130000,9.56,672,RENT,11,0
5000,home_improvement,115000,8.83,707,MORTGAGE,11,1
5000,home_improvement,125000,8.44,697,MORTGAGE,2,0
5000,home_improvement,85000,8.17,682,MORTGAGE,11,0
5000,home_improvement,30000,7.56,662,MORTGAGE,11,0
5000,home_improvement,40000,6.63,702,OWN,2,1
5000,home_improvement,40000,6.33,692,OWN,2,0
5000,home_improvement,35000,4.94,677,MORTGAGE,11,0
5000,home_improvement,90000,4.11,682,MORTGAGE,2,0
5000,home_improvement,120000,2.9,687,MORTGAGE,11,0
5000,home_improvement,95213.72,2.02,727,MORTGAGE,0,0
4800,home_improvement,24600,18.54,682,MORTGAGE,11,0
4800,home_improvement,125000,13.91,677,MORTGAGE,6,0
4800,home_improvement,83000,13.77,667,OWN,3,0
4800,home_improvement,97280,11.86,677,MORTGAGE,3,0
4800,home_improvement,55000,8.92,697,OWN,4,0
4800,home_improvement,42000,0.71,667,MORTGAGE,0,0
4575,home_improvement,14300,25.36,682,OWN,3,1
4500,home_improvement,31368,38.41,662,OWN,0,0
4500,home_improvement,80000,21.98,662,RENT,11,0
4500,home_improvement,46272,15.72,667,OWN,0,1
4500,home_improvement,122000,8.75,687,OWN,7,0
4500,home_improvement,80000,6.92,692,OWN,4,0
4500,home_improvement,125000,6.35,667,MORTGAGE,11,0
4500,home_improvement,113000,4.66,812,RENT,11,0
4500,home_improvement,25000,0,757,MORTGAGE,4,0
4475,home_improvement,14000,19.47,717,OWN,6,0
4200,home_improvement,54000,26.42,687,RENT,1,0
4200,home_improvement,62000,20.85,677,MORTGAGE,3,0
4200,home_improvement,115000,7.91,807,MORTGAGE,11,0
4200,home_improvement,76000,7.91,662,MORTGAGE,0,0
4000,home_improvement,36000,35.13,677,RENT,8,1
4000,home_improvement,100000,31.57,727,MORTGAGE,10,0
4000,home_improvement,42000,29.83,712,MORTGAGE,3,1
4000,home_improvement,73000,25.73,727,MORTGAGE,4,0
4000,home_improvement,83000,25.33,722,MORTGAGE,0,0
4000,home_improvement,50000,24.99,687,MORTGAGE,5,0
4000,home_improvement,98000,23.17,722,MORTGAGE,8,0
4000,home_improvement,82500,21.96,747,MORTGAGE,2,0
4000,home_improvement,165000,20.49,702,MORTGAGE,11,0
4000,home_improvement,57000,17.96,677,OWN,11,0
4000,home_improvement,60000,17.9,737,MORTGAGE,11,0
4000,home_improvement,50000,17.21,662,MORTGAGE,0,0
4000,home_improvement,60000,15.73,747,MORTGAGE,11,0
4000,home_improvement,55000,15.01,662,MORTGAGE,11,0
4000,home_improvement,155000,13.28,702,MORTGAGE,9,0
4000,home_improvement,86800,12.48,712,MORTGAGE,6,0
4000,home_improvement,51500,12.21,692,MORTGAGE,2,0
4000,home_improvement,106000,8.15,682,MORTGAGE,11,0
4000,home_improvement,180000,8.11,667,RENT,11,0
4000,home_improvement,80000,4.76,667,MORTGAGE,11,0
3950,home_improvement,27000,15.2,777,MORTGAGE,11,0
3800,home_improvement,100000,8.37,682,MORTGAGE,4,0
3700,home_improvement,33000,9.16,712,MORTGAGE,11,0
3600,home_improvement,50000,35.12,702,OWN,8,1
3600,home_improvement,27400,28.6,722,MORTGAGE,11,0
3600,home_improvement,66400,26.39,832,MORTGAGE,11,0
3600,home_improvement,43000,19.15,692,MORTGAGE,11,0
3600,home_improvement,60000,18.78,692,MORTGAGE,7,0
3600,home_improvement,52000,17.4,677,RENT,11,0
3600,home_improvement,120000,12,707,MORTGAGE,1,0
3600,home_improvement,65986,11.46,672,OWN,11,0
3500,home_improvement,72000,33.53,662,MORTGAGE,11,0
3500,home_improvement,60000,32.02,677,RENT,4,1
3500,home_improvement,75000,22.93,697,RENT,4,0
3500,home_improvement,72500,22.81,727,MORTGAGE,4,0
3500,home_improvement,40000,22.19,682,MORTGAGE,11,0
3500,home_improvement,30000,19.8,692,MORTGAGE,0,0
3500,home_improvement,45000,16.21,732,MORTGAGE,11,0
3500,home_improvement,65000,15.84,702,MORTGAGE,11,0
3500,home_improvement,66000,14.89,717,MORTGAGE,6,0
3500,home_improvement,39000,13.85,707,OWN,8,1
3500,home_improvement,65000,10.14,717,OWN,11,0
3500,home_improvement,175000,9.9,807,MORTGAGE,11,0
3500,home_improvement,75000,3.44,782,MORTGAGE,7,0
3500,home_improvement,74000,1.46,672,MORTGAGE,11,0
3450,home_improvement,40000,9.36,672,MORTGAGE,11,0
3400,home_improvement,30400,22.11,662,MORTGAGE,4,0
3300,home_improvement,55300,20.3,672,MORTGAGE,9,0
3275,home_improvement,85000,20.85,667,MORTGAGE,11,0
3250,home_improvement,75000,13.9,672,OWN,7,1
3200,home_improvement,58000,25.76,712,RENT,3,0
3200,home_improvement,36000,25.57,667,MORTGAGE,11,1
3200,home_improvement,53000,23.48,662,MORTGAGE,11,1
3200,home_improvement,93000,17.19,727,MORTGAGE,11,0
3200,home_improvement,79000,5.99,672,OWN,4,0
3025,home_improvement,80000,12.96,687,MORTGAGE,9,0
3025,home_improvement,21000,4.63,722,OWN,0,0
3000,home_improvement,150000,27.8,707,MORTGAGE,11,0
3000,home_improvement,35000,24.76,692,MORTGAGE,1,1
3000,home_improvement,75000,23.81,677,RENT,7,0
3000,home_improvement,46000,22.23,667,MORTGAGE,11,0
3000,home_improvement,87000,21.68,757,OWN,11,1
3000,home_improvement,56000,20.53,677,MORTGAGE,11,0
3000,home_improvement,47445,19.69,677,MORTGAGE,11,0
3000,home_improvement,114000,18.93,732,MORTGAGE,11,0
3000,home_improvement,43000,15.15,727,MORTGAGE,1,0
3000,home_improvement,60000,13.92,732,MORTGAGE,11,0
3000,home_improvement,140000,12.45,687,MORTGAGE,11,0
3000,home_improvement,80000,11.48,702,RENT,5,0
3000,home_improvement,72000,10.47,732,MORTGAGE,7,0
3000,home_improvement,86000,8.22,677,MORTGAGE,11,0
3000,home_improvement,35000,4.65,687,MORTGAGE,7,0
3000,home_improvement,102000,1.75,662,MORTGAGE,11,0
2800,home_improvement,52000,25.55,767,MORTGAGE,2,0
2700,home_improvement,80000,6.99,682,MORTGAGE,10,0
2500,home_improvement,46046,47.47,692,OWN,8,0
2500,home_improvement,95000,46.12,672,MORTGAGE,11,0
2500,home_improvement,24000,24.05,677,RENT,5,0
2500,home_improvement,60000,17.76,672,RENT,2,0
2500,home_improvement,44000,11.54,702,RENT,11,0
2500,home_improvement,70000,5.37,697,MORTGAGE,3,0
2400,home_improvement,56500,33.09,747,MORTGAGE,3,0
2400,home_improvement,102433,31.31,737,MORTGAGE,2,0
2400,home_improvement,57555,22.66,707,MORTGAGE,11,1
2400,home_improvement,62000,15.08,682,OWN,10,0
2400,home_improvement,38000,3.66,687,OWN,6,1
2100,home_improvement,34000,17.19,667,RENT,3,0
2000,home_improvement,55000,35.26,677,MORTGAGE,1,0
2000,home_improvement,55000,32.49,747,MORTGAGE,5,0
2000,home_improvement,40000,32.19,667,MORTGAGE,4,0
2000,home_improvement,72000,27.05,707,MORTGAGE,2,0
2000,home_improvement,35000,26.71,747,MORTGAGE,11,0
2000,home_improvement,102000,22.13,667,MORTGAGE,11,0
2000,home_improvement,59500,21.32,672,MORTGAGE,2,0
2000,home_improvement,69089,20.38,727,MORTGAGE,11,0
2000,home_improvement,75000,19.36,697,MORTGAGE,6,1
2000,home_improvement,106000,15.34,732,MORTGAGE,11,0
2000,home_improvement,54000,13.78,727,MORTGAGE,11,0
2000,home_improvement,32000,13.14,682,MORTGAGE,0,0
2000,home_improvement,35000,11.66,697,OWN,11,0
2000,home_improvement,85000,10.25,687,MORTGAGE,6,0
2000,home_improvement,70000,8.18,677,MORTGAGE,10,0
2000,home_improvement,50000,2.95,692,MORTGAGE,8,0
1800,home_improvement,56000,43.49,667,RENT,11,0
1700,home_improvement,36000,17.03,672,MORTGAGE,0,0
1700,home_improvement,117000,14.57,727,MORTGAGE,6,0
1600,home_improvement,115000,7.99,662,MORTGAGE,11,0
1500,home_improvement,75000,27.06,672,MORTGAGE,4,1
1500,home_improvement,45000,4.4,712,MORTGAGE,11,0
1400,home_improvement,83000,11.1,677,MORTGAGE,10,0
1325,home_improvement,36500,34.73,667,RENT,5,0
1200,home_improvement,45000,18.16,662,MORTGAGE,11,0
1100,home_improvement,34300,13.26,732,OWN,2,0
1000,home_improvement,17280,29.38,717,MORTGAGE,2,1
1000,home_improvement,75000,18.37,677,OWN,8,1
1000,home_improvement,42000,7.49,662,MORTGAGE,5,0
40000,house,350000,5.96,797,MORTGAGE,11,0
35000,house,220000,19.11,667,RENT,6,0
35000,house,98000,15.39,712,OWN,11,0
35000,house,90000,9.92,792,MORTGAGE,3,1
35000,house,165000,1.16,662,OWN,4,0
34475,house,71860,7.46,692,RENT,11,1
33675,house,360000,5.79,747,MORTGAGE,11,1
32000,house,250000,20.12,677,MORTGAGE,4,0
30000,house,70000,32.3,702,RENT,11,1
30000,house,53000,14.86,697,RENT,1,0
30000,house,100000,9.92,712,RENT,11,0
29275,house,61000,10.15,782,RENT,6,0
25000,house,99000,23.88,702,OWN,11,1
25000,house,76000,17.59,707,MORTGAGE,11,0
25000,house,450000,6.14,742,RENT,3,0
25000,house,51000,4.99,737,OWN,11,0
24000,house,48000,15.03,707,MORTGAGE,11,0
24000,house,74904.64,14.26,677,RENT,11,1
23200,house,120000,9.09,687,RENT,1,1
22450,house,65000,30.83,727,OWN,3,1
20000,house,65500,20.94,682,RENT,11,1
20000,house,75000,16.86,732,MORTGAGE,3,0
20000,house,100000,1.91,722,RENT,6,0
19300,house,42000,18.91,762,RENT,6,0
16200,house,36000,4.9,687,RENT,11,1
16000,house,85000,29.46,697,MORTGAGE,9,0
15000,house,120000,17.66,662,MORTGAGE,4,0
15000,house,85000,16.89,797,OWN,11,0
15000,house,100000,14.28,687,RENT,5,0
15000,house,95000,8.24,672,OWN,3,1
15000,house,20000,5.4,677,RENT,5,0
14000,house,53000,25.2,682,MORTGAGE,11,0
14000,house,64500,22.23,752,RENT,5,0
13350,house,38000,18.45,697,MORTGAGE,6,1
12000,house,85000,21.8,667,OWN,11,1
12000,house,160000,1.01,772,OWN,11,0
11800,house,60000,9.96,692,RENT,4,0
10875,house,40000,5.04,687,OWN,4,0
10550,house,51000,11.01,732,RENT,4,1
10000,house,89000,28.4,702,MORTGAGE,11,0
10000,house,41600,11.94,757,OWN,0,0
10000,house,76000,10.09,667,OWN,11,0
10000,house,60000,8.84,752,MORTGAGE,11,0
10000,house,28000,5.53,752,MORTGAGE,4,0
10000,house,62000,5.23,662,MORTGAGE,8,0
9125,house,26880,32.1,667,RENT,4,1
9000,house,56500,22.56,707,RENT,11,0
9000,house,120000,0.95,747,MORTGAGE,4,0
8400,house,25000,32.98,692,OWN,5,0
8100,house,72000,6.48,667,MORTGAGE,4,1
8000,house,70000,5.91,732,RENT,2,0
7150,house,27000,15.47,772,RENT,5,0
7000,house,248000,5.26,662,RENT,11,0
6725,house,50236,14.93,662,RENT,11,0
6550,house,23500,6.13,707,MORTGAGE,3,0
6150,house,24000,32.3,712,OWN,4,1
6025,house,60000,10.34,662,MORTGAGE,0,0
6025,house,79000,8.16,752,RENT,3,1
6000,house,55884,17.22,662,RENT,0,0
6000,house,120000,15.51,702,RENT,5,0
5500,house,77109,26.77,732,OWN,11,0
5000,house,35000,30.14,677,RENT,3,0
5000,house,24000,19,722,RENT,1,0
4500,house,58000,32.65,707,MORTGAGE,3,0
4000,house,40000,28.2,682,RENT,8,0
4000,house,71000,21.75,767,MORTGAGE,11,0
3950,house,45000,14.03,742,RENT,11,1
3000,house,51000,27.74,697,OWN,7,1
3000,house,60000,23.24,672,OWN,0,0
2500,house,35000,13.61,677,OWN,7,0
40000,major_purchase,108000,16.09,772,RENT,6,1
40000,major_purchase,100000,13.9,752,OWN,4,1
40000,major_purchase,92805,8.44,737,MORTGAGE,9,1
40000,major_purchase,90000,7.65,742,RENT,3,1
40000,major_purchase,154000,0.3,762,RENT,9,1
40000,major_purchase,145000,0.22,782,RENT,10,0
36000,major_purchase,72000,25.83,712,RENT,3,0
36000,major_purchase,92000,20.3,732,MORTGAGE,11,0
35000,major_purchase,95000,33.85,677,OWN,9,1
35000,major_purchase,125000,26.42,672,MORTGAGE,1,0
35000,major_purchase,169000,21.86,702,MORTGAGE,6,0
35000,major_purchase,101000,20.71,677,OWN,11,1
35000,major_purchase,220000,18.25,707,MORTGAGE,7,0
35000,major_purchase,120000,14.01,687,MORTGAGE,11,0
35000,major_purchase,70000,11.76,702,MORTGAGE,11,0
35000,major_purchase,160000,8.56,697,OWN,5,0
35000,major_purchase,50000,7.63,767,MORTGAGE,11,0
35000,major_purchase,250000,4.93,712,MORTGAGE,3,0
35000,major_purchase,95000,1.34,697,MORTGAGE,1,0
32200,major_purchase,70000,21.26,677,RENT,11,1
32000,major_purchase,125087,15.84,807,MORTGAGE,11,0
32000,major_purchase,81036,13.79,747,OWN,3,0
32000,major_purchase,150000,6.29,697,RENT,5,0
30000,major_purchase,75000,18.42,767,RENT,6,0
30000,major_purchase,146000,14.25,712,MORTGAGE,3,0
30000,major_purchase,155000,12.3,692,MORTGAGE,9,0
30000,major_purchase,100000,7.73,727,RENT,6,0
28625,major_purchase,72000,8.5,717,RENT,7,1
28600,major_purchase,36000,20.98,742,RENT,6,1
28000,major_purchase,88192,34.92,752,RENT,5,0
28000,major_purchase,60000,15.62,677,RENT,2,1
28000,major_purchase,160000,15.57,707,MORTGAGE,1,0
28000,major_purchase,175000,15.56,712,MORTGAGE,11,0
27625,major_purchase,121000,8.36,727,RENT,11,0
26575,major_purchase,150000,5.21,727,MORTGAGE,8,0
25300,major_purchase,55000,10.78,707,RENT,2,0
25000,major_purchase,75000,11.22,662,MORTGAGE,5,0
22200,major_purchase,58000,20.77,687,MORTGAGE,4,1
22125,major_purchase,49900,26.66,697,RENT,6,1
21900,major_purchase,50000,4.18,697,RENT,1,0
21875,major_purchase,100000,1.62,707,MORTGAGE,7,1
21150,major_purchase,46000,20.69,687,RENT,11,0
21000,major_purchase,89000,19.66,727,OWN,0,1
21000,major_purchase,62000,7.3,682,MORTGAGE,9,1
20800,major_purchase,60000,13.04,662,RENT,3,0
20400,major_purchase,186000,16.18,662,RENT,10,0
20025,major_purchase,102000,13.44,767,RENT,2,0
20000,major_purchase,59000,26.57,692,RENT,3,0
20000,major_purchase,117900,22.5,762,MORTGAGE,10,0
20000,major_purchase,72000,17.83,722,MORTGAGE,11,0
20000,major_purchase,169500,15.79,662,RENT,11,1
20000,major_purchase,65000,14.51,687,MORTGAGE,3,1
20000,major_purchase,90000,13.35,707,MORTGAGE,11,1
20000,major_purchase,70000,11.98,682,RENT,11,0
20000,major_purchase,75000,1.95,702,RENT,1,0
20000,major_purchase,114400,0.33,752,RENT,4,1
20000,major_purchase,100000,0.22,727,MORTGAGE,4,0
19200,major_purchase,40000,14.26,707,RENT,1,1
19100,major_purchase,100000,17.4,777,MORTGAGE,11,0
18250,major_purchase,43500,21.18,707,RENT,0,0
18000,major_purchase,71200,28.32,667,MORTGAGE,11,1
18000,major_purchase,52000,26.22,677,RENT,3,1
18000,major_purchase,45000,24.08,672,MORTGAGE,0,0
18000,major_purchase,60000,11.42,727,MORTGAGE,5,0
17975,major_purchase,70000,21.64,697,RENT,10,1
17975,major_purchase,145000,3.7,687,MORTGAGE,3,0
17600,major_purchase,67000,18.22,702,MORTGAGE,11,0
17000,major_purchase,34000,18.87,732,MORTGAGE,3,0
16700,major_purchase,78000,21.75,672,MORTGAGE,10,0
16700,major_purchase,38000,15.57,687,RENT,1,0
16600,major_purchase,100000,13.9,677,RENT,4,1
16500,major_purchase,125000,2.09,662,RENT,10,0
16000,major_purchase,99600,31.23,717,RENT,11,1
16000,major_purchase,61000,23,687,RENT,11,0
16000,major_purchase,60000,19.56,677,RENT,7,0
16000,major_purchase,80000,16.29,712,MORTGAGE,3,0
16000,major_purchase,108000,14.91,687,MORTGAGE,11,0
16000,major_purchase,150000,14.59,667,RENT,9,0
16000,major_purchase,84000,7.51,672,RENT,6,1
16000,major_purchase,122500,5.17,697,MORTGAGE,11,0
16000,major_purchase,200000,1.87,757,OWN,6,0
15375,major_purchase,38000,30.81,717,RENT,1,0
15000,major_purchase,110000,31.27,692,RENT,4,0
15000,major_purchase,42000,29.69,662,RENT,6,0
15000,major_purchase,73000,25.51,707,MORTGAGE,11,0
15000,major_purchase,100000,22.55,717,RENT,11,0
